url,vin,lot_number,auction,country,sale_branch,seller,auction_date,vehicle_type,year,make,model,color,bodytype,drive,fuel,engine,transmission,images
https://144.202.14.57/lot/144132766-2016-nissan-rogue-s-knmat2mt9gp716084,KNMAT2MT9GP716084,#66723144,Copart,United States,Ca - Los Angeles,Insurance company,2024-09-23,Automobile,2016,Nissan,Rogue S,Silver,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-e63a076594254ff095a9def15032b40f_ful']
https://144.202.14.57/lot/149368566-2024-subaru-impreza-rs-jf1guhjcxr8223368,JF1GUHJCXR8223368,#66586394,Copart,United States,Ny - Newburgh,-,2024-09-24,Automobile,2024,Subaru,Impreza Rs,Blue,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-afc1852335654ca5be51a7ac073cbd4c_ful']
https://144.202.14.57/lot/148257446-2023-audi-q5-sportba-wa14aafy4p2192257,WA14AAFY4P2192257,#64475284,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2023,Audi,Q5 Sportba,Black,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-12867cf7654b4a20a8371321c9be8e8d_ful']
https://144.202.14.57/lot/141744166-2023-honda-civic-lx-2hgfe2f2xph107399,2HGFE2F2XPH107399,#66144714,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2023,Honda,Civic Lx,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-560a6a150e584d5c8b62499985cbd021_ful']
https://144.202.14.57/lot/147172286-2023-bmw-x3-xdrive3-5ux53dp01p9s02487,5UX53DP01P9S02487,#68227174,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2023,Bmw,X3 Xdrive3,Black,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-72e6d51d2845430a809ac349f4468a63_ful']
https://144.202.14.57/lot/144505286-2023-honda-civic-spor-2hgfe2f55ph101312,2HGFE2F55PH101312,#68250544,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2023,Honda,Civic Spor,Grey,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-9115f63e566b4192891e012545163867_ful']
https://144.202.14.57/lot/140021486-2023-ford-f150-super-1ftfw1e50pke77402,1FTFW1E50PKE77402,#68412004,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2023,Ford,F150 Super,Black,-,4x4 W/rear Wheel Drv,Gas,5.0 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-34c3688dfa544d5bb416fc2df82bf5bd_ful']
https://144.202.14.57/lot/147058336-2022-toyota-corolla-le-5yfbpmbe1np328075,5YFBPMBE1NP328075,#63385074,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2022,Toyota,Corolla Le,White,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-25cb9b6f3fd843adb9aca3bc1393bf90_ful']
https://144.202.14.57/lot/145118066-2022-kia-forte-fe-3kpf24adxne529564,3KPF24ADXNE529564,#66081154,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2022,Kia,Forte Fe,Grey,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-aadbeb207d8e48118f52f5b0fa9f44ce_ful']
https://144.202.14.57/lot/148571486-2022-honda-civic-spor-2hgfe2f57nh131490,2HGFE2F57NH131490,#68417584,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2022,Honda,Civic Spor,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-9a9de6f19f394ce8bbf2bac1a4d901a1_ful']
https://144.202.14.57/lot/140182896-2022-chevrolet-equinox-lt-3gnaxuev2nl252085,3GNAXUEV2NL252085,#69828104,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2022,Chevrolet,Equinox Lt,Silver,-,All Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-efebb379140e42f7a3d1171385885623_ful']
https://144.202.14.57/lot/143580717-2022-ram-1500-rebel-1c6srflm5nn416837,1C6SRFLM5NN416837,#71708534,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2022,Ram,1500 Rebel,Black,-,4x4 W/rear Wheel Drv,Diesel,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-bad9d29790a64d489b81c2d17e21e484_ful']
https://144.202.14.57/lot/140281926-2021-mazda-cx-5-touri-jm3kfbcm6m0130864,JM3KFBCM6M0130864,#62918204,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2021,Mazda,Cx-5 Touri,Black,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-6e3597126a9e40b08822dab9fb9ff521_ful']
https://144.202.14.57/lot/149738296-2021-hyundai-elantra-se-kmhlm4ag7mu085708,KMHLM4AG7MU085708,#69283794,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2021,Hyundai,Elantra Se,Blue,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4c6e3c4d403f49cab9f4574ea32db997_ful']
https://144.202.14.57/lot/141585996-2021-kia-sportage-e-kndpncac5m7854053,KNDPNCAC5M7854053,#69958514,Copart,Canada,On - Ottawa,-,2024-09-24,Automobile,2021,Kia,Sportage E,Brown,-,All Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-e9a3803d7d7942ea8d12a61b4065be06_ful']
https://144.202.14.57/lot/146897775-2020-land-rover-discovery-salcj2fx6lh878248,SALCJ2FX6LH878248,#57779864,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2020,Land Rover,Discovery,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-7ccc2f5b945342869fe110404acbe3f3_ful']
https://144.202.14.57/lot/142799166-2020-toyota-corolla-le-5yfbprbe8lp087772,5YFBPRBE8LP087772,#66199724,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2020,Toyota,Corolla Le,Blue,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4469a7fe21324d29890fe41c18a38c61_ful']
https://144.202.14.57/lot/142557676-2020-ford-explorer-x-1fmsk8dh9lgb87019,1FMSK8DH9LGB87019,#67675524,Copart,Canada,On - London,-,2024-09-24,Automobile,2020,Ford,Explorer X,White,-,4x4 W/rear Wheel Drv,Gas,2.3 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-06f49cf11be34b5aa07141199014b0cd_ful']
https://144.202.14.57/lot/141131686-2020-toyota-corolla-le-5yfbprbe5lp036827,5YFBPRBE5LP036827,#68613114,Copart,Canada,On - London,-,2024-09-24,Automobile,2020,Toyota,Corolla Le,Silver,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-2747de1712984581a6c4d766ac262ce6_ful']
https://144.202.14.57/lot/141276686-2020-nissan-altima-sv-1n4bl4dw0ln300429,1N4BL4DW0LN300429,#68667214,Copart,Canada,On - London,-,2024-09-24,Automobile,2020,Nissan,Altima Sv,White,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-52c74cd84013411fbcae93606e4f8e2f_ful']
https://144.202.14.57/lot/144373296-2020-honda-civic-ex-2hgfc2f72lh033018,2HGFC2F72LH033018,#69237344,Copart,Canada,On - London,-,2024-09-24,Automobile,2020,Honda,Civic Ex,White,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-2746a8e8233d4c4495b9e368e0ecf955_ful']
https://144.202.14.57/lot/145937596-2020-hyundai-tucson-lim-km8j3ca48lu099142,KM8J3CA48LU099142,#69573954,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2020,Hyundai,Tucson Lim,Grey,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-5d88e7e6c12f49ef851d829d20fa45e9_ful']
https://144.202.14.57/lot/149030026-2019-honda-cr-v-touri-2hkrw2h99kh131390,2HKRW2H99KH131390,#62003094,Copart,Canada,On - London,-,2024-09-24,Automobile,2019,Honda,Cr-v Touri,Grey,-,All Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-64f4dad7317443bfac0dcc57b45cce18_ful']
https://144.202.14.57/lot/147288926-2019-lexus-rx-350-bas-2t2bzmca7kc199708,2T2BZMCA7KC199708,#62988274,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2019,Lexus,Rx 350 Bas,White,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-31e2a5013d2a422cae5fcae74ee7c5cc_ful']
https://144.202.14.57/lot/142304146-2019-volkswagen-jetta-s-3vwc57bu2km173099,3VWC57BU2KM173099,#64140324,Copart,Canada,On - Cookstown,-,2024-09-24,Automobile,2019,Volkswagen,Jetta S,Black,-,Front Wheel Drive,Gas,1.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f64a17f18f654cbfad49c8d81309e317_ful']
https://144.202.14.57/lot/143696066-2019-honda-civic-ex-2hgfc2f71kh041321,2HGFC2F71KH041321,#66069634,Copart,Canada,On - London,-,2024-09-24,Automobile,2019,Honda,Civic Ex,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-64fae8f215a5456691677865d35a2feb_ful']
https://144.202.14.57/lot/140186066-2014-chevrolet-impala-ltz-2g1155s39e9248215,2G1155S39E9248215,#66068104,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,2014,Chevrolet,Impala Ltz,Tan,-,Front Wheel Drive,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4d9668045d41455391d199ae20014f26_ful']
https://144.202.14.57/lot/149092876-2007-hyundai-santa-fe-g-5nmsg13d67h123952,5NMSG13D67H123952,#67829094,Copart,United States,Al - Mobile South,-,2024-09-24,Automobile,2007,Hyundai,Santa Fe G,Green,-,Front Wheel Drive,Gas,2.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-5522c5afd02e4e7a84586694a0d789cf_ful']
https://144.202.14.57/lot/146057876-2015-toyota-sienna-xle-5tdyk3dc0fs622106,5TDYK3DC0FS622106,#67875064,Copart,United States,Tx - Houston,Insurance company,2024-09-24,Automobile,2015,Toyota,Sienna Xle,Grey,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-149863d297ff4e648a86a3189ff3134f_ful']
https://144.202.14.57/lot/141285636-2017-nissan-altima-25-1n4al3ap6hc264798,1N4AL3AP6HC264798,#63658214,Copart,United States,Nh - Candia,-,2024-09-24,Automobile,2017,Nissan,Altima 2.5,Black,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-fca1d2778d7c4e62ad806abd34c0b049_ful']
https://144.202.14.57/lot/146060726-2015-chevrolet-impala-ltz-1g1165s39fu126486,1G1165S39FU126486,#62706064,Copart,United States,Ks - Kansas City,-,2024-09-24,Automobile,2015,Chevrolet,Impala Ltz,White,-,Front Wheel Drive,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-3b1adedee99e43009e813e8626fc03f3_ful']
https://144.202.14.57/lot/141802166-2010-honda-element-ex-5j6yh2h78al000217,5J6YH2H78AL000217,#66120814,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,2010,Honda,Element Ex,Grey,-,All Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3f34a063eb4b4c4bb297e610f511b28e_ful']
https://144.202.14.57/lot/146164766-2010-nissan-altima-bas-1n4al2ap9an434236,1N4AL2AP9AN434236,#66746164,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,2010,Nissan,Altima Bas,Blue,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-6c0a87d9c24b4afe8cc843af3230d353_ful']
https://144.202.14.57/lot/146986195-2019-mercedes-benz-glc-coupe-wdc0j4kb5kf593805,WDC0J4KB5KF593805,#59168964,Copart,United States,Il - Chicago North,Insurance company,2024-09-24,Automobile,2019,Mercedes-benz,Glc Coupe,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-ec8e3430ce8a43dabd92c7cb44af3489_ful']
https://144.202.14.57/lot/145236807-2023-tesla-model-y-7saygded9pf967321,7SAYGDED9PF967321,#70863254,Copart,United States,Ca - Martinez,-,2024-09-24,Automobile,2023,Tesla,Model Y,Grey,-,Rear Wheel Drive,Electric,-,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-67cae390a5f04d90ba357c6f1303a25e_ful']
https://144.202.14.57/lot/142480865-2019-subaru-crosstrek-jf2gtaec1kh299308,JF2GTAEC1KH299308,#56808424,Copart,United States,Nh - Candia,Insurance company,2024-09-24,Automobile,2019,Subaru,Crosstrek,Blue,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-3035039d03c24975b38e87035ad82a3d_ful']
https://144.202.14.57/lot/149647425-2023-tesla-model-y-7saygaee9pf596538,7SAYGAEE9PF596538,#52474694,Copart,United States,Tx - Dallas,Insurance company,2024-09-24,Automobile,2023,Tesla,Model Y,Grey,-,All Wheel Drive,Electric,-,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-28ed1c6214454e819c81264fe4cda29c_ful']
https://144.202.14.57/lot/149006395-2022-bmw-ix-xdrive5-wb523cf04nck59052,WB523CF04NCK59052,#59360094,Copart,United States,Nj - Somerville,-,2024-09-24,Automobile,2022,Bmw,Ix Xdrive5,Black,-,All Wheel Drive,Electric,-,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-91565b1e690c42a0aded6143b9e0ba32_ful']
https://144.202.14.57/lot/147568456-2014-nissan-frontier-s-1n6bd0ct8en769808,1N6BD0CT8EN769808,#65486574,Copart,United States,Tx - Houston,Insurance company,2024-09-24,Automobile,2014,Nissan,Frontier S,Silver,-,Rear Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-aba1b57e66d3424598b130a710b219d7_ful']
https://144.202.14.57/lot/140176886-2022-hyundai-santa-fe-l-5nms44al4nh481018,5NMS44AL4NH481018,#68867104,Copart,United States,Tx - Houston,-,2024-09-24,Automobile,2022,Hyundai,Santa Fe L,White,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-c2043e909eec4549bb2563aa52143750_ful']
https://144.202.14.57/lot/141707866-2015-jeep-grand-cherokee-1c4rjfbgxfc692650,1C4RJFBGXFC692650,#66870714,Copart,United States,Md - Baltimore East,-,2024-09-24,Automobile,2015,Jeep,Grand Cherokee,Black,4dr Sport Utility,4x4 W/rear Wheel Drv,Flexiblefuel,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-ec10308a39df40408cbc305c3010bb0b_ful']
https://144.202.14.57/lot/142526617-2021-honda-cr-v-se-5j6rw2h76ml025924,5J6RW2H76ML025924,#71662524,Copart,United States,Pa - Philadelphia,-,2024-09-24,Automobile,2021,Honda,Cr-v Se,Red,-,All Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-d2d9c067f1f2418081c3e17e5b8aa18f_ful']
https://144.202.14.57/lot/141554876-2019-bmw-330xi-wba5r7c58kfh13188,WBA5R7C58KFH13188,#67845514,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2019,Bmw,330xi,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-a8dbc09eb91447dcb4e03ae81f6862ab_ful']
https://144.202.14.57/lot/144616516-2018-audi-q7-premium-wa1laaf73jd020025,WA1LAAF73JD020025,#61561644,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2018,Audi,Q7 Premium,White,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-7d6d9b8d16bf4e5182a68cbb7979990a_ful']
https://144.202.14.57/lot/144912326-2018-honda-odyssey-lx-5fnrl6h26jb504398,5FNRL6H26JB504398,#62321944,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2018,Honda,Odyssey Lx,Grey,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-ea44099a215649089c3680d1155eb8d0_ful']
https://144.202.14.57/lot/141648756-2018-honda-civic-lx-2hgfc2f58jh029843,2HGFC2F58JH029843,#65784614,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2018,Honda,Civic Lx,White,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-0da3ed6f48b7415286730567e336fe18_ful']
https://144.202.14.57/lot/142519666-2018-kia-rio-lx-3kpa24ab4je047210,3KPA24AB4JE047210,#66691524,Copart,Canada,On - London,-,2024-09-24,Automobile,2018,Kia,Rio Lx,Blue,-,Front Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-1f7f369e8dd54a948348dbb3e78ea88e_ful']
https://144.202.14.57/lot/148512486-2018-toyota-corolla-l-2t1burhe7jc971392,2T1BURHE7JC971392,#68421584,Copart,Canada,On - Toronto,-,2024-09-24,Automobile,2018,Toyota,Corolla L,Black,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-7495e06f26824d31b17db02d7301a064_ful']
https://144.202.14.57/lot/143089146-2017-ram-2500-st-3c6ur5cj8hg648726,3C6UR5CJ8HG648726,#64198034,Copart,United States,Pa - Philadelphia,-,2024-09-24,Automobile,2017,Ram,2500 St,White,-,4x4 W/rear Wheel Drv,Gas,6.4 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-47896c95eda74fbca334108affdd88ed_ful']
https://144.202.14.57/lot/149494186-2018-tesla-model-3-5yj3e1eb8jf074946,5YJ3E1EB8JF074946,#68149494,Copart,United States,Mn - Minneapolis,-,2024-09-24,Automobile,2018,Tesla,Model 3,White,-,All Wheel Drive,Electric,-,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-8b8a7894fe3d476985ccf2f626766bf3_ful']
https://144.202.14.57/lot/143124064-2011-kia-sorento-ba-5xyktda2xbg176591,5XYKTDA2XBG176591,#46042134,Copart,United States,Or - Eugene,-,2024-09-24,Automobile,2011,Kia,Sorento Ba,Silver,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0324-c25218c6b9d34cc4ad9ff8789997215d_ful']
https://144.202.14.57/lot/141452644-2006-toyota-tacoma-dou-5teju62n96z244677,5TEJU62N96Z244677,#44625414,Copart,United States,Or - Eugene,-,2024-09-24,Automobile,2006,Toyota,Tacoma Dou,Silver,-,Rear Wheel Drive,Gas,4.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0324-982b1271057d4427b3b20d08d8c9233a_ful']
https://144.202.14.57/lot/142757826-2024-mazda-cx-5-prefe-jm3kfbcm7r0377656,JM3KFBCM7R0377656,#62875724,Copart,United States,Co - Denver Central,-,2024-09-24,Automobile,2024,Mazda,Cx-5 Prefe,White,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-ae9424be5704463f9a5062cbed32644c_ful']
https://144.202.14.57/lot/141584836-2021-chevrolet-trailblaze-kl79mtsl2mb018026,KL79MTSL2MB018026,#63848514,Copart,United States,Tx - Houston,Insurance company,2024-09-24,Automobile,2021,Chevrolet,Trailblaze,Blue,-,Front Wheel Drive,Gas,1.3 L 3 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-747c4749241a4cb588bd7df19337f957_ful']
https://144.202.14.57/lot/141565785-2022-bmw-x4-m-5ym23ec06n9k29768,5YM23EC06N9K29768,#58756514,Copart,United States,Ak - Anchorage,-,2024-09-24,Automobile,2022,Bmw,X4 M,Black,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-199d72c48db841c881eeed121b33caa7_ful']
https://144.202.14.57/lot/147690525-2020-acura-ilx-premiu-19ude2f78la010438,19UDE2F78LA010438,#52509674,Copart,United States,Il - Chicago North,Insurance company,2024-09-24,Automobile,2020,Acura,Ilx Premiu,Red,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-180bdc4becd54547877fa76f947d0d01_ful']
https://144.202.14.57/lot/148108956-2019-acura-mdx-techno-5j8yd3h59kl010988,5J8YD3H59KL010988,#65980184,Copart,United States,Ca - Hayward,-,2024-09-24,Automobile,2019,Acura,Mdx Techno,Grey,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3ef7b245782d4a888de34d63367aed02_ful']
https://144.202.14.57/lot/143361036-2017-toyota-tacoma-dou-3tmcz5an7hm092212,3TMCZ5AN7HM092212,#63016334,Copart,United States,Co - Denver,-,2024-09-24,Automobile,2017,Toyota,Tacoma Dou,Orange,-,4x4 W/rear Wheel Drv,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-4445af80c47c41a285cdc9d67720c5d3_ful']
https://144.202.14.57/lot/132538828-2013-volkswagen-golf-wvwdb7ajxdw140099,WVWDB7AJXDW140099,#82883523,Copart,United States,Mn - Minneapolis North,-,2024-09-24,Automobile,2013,Volkswagen,Golf,Silver,-,Front Wheel Drive,Gas,2.5 L 5 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0124-805f95ac44bc4c68b06abd0eb227b0b0_ful']
https://144.202.14.57/lot/147344516-2023-dodge-charger-sc-2c3cdxgj6ph662118,2C3CDXGJ6PH662118,#61544374,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,2023,Dodge,Charger Sc,Purple,-,Rear Wheel Drive,Gas,6.4 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-b2b66c7e76f54a2a8805c3ab07ebd74c_ful']
https://144.202.14.57/lot/142677596-1990-nissan-skyline-hcr32070753,HCR32070753,#69577624,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,1990,Nissan,Skyline,Black,-,-,-,-,Manual,['https://ucars.pro/lot/images/copart/lpp-0824-6d7f83dc4f674ceea01c222b6e1d32ad_ful']
https://144.202.14.57/lot/148491056-2015-fiat-500-abarth-3c3cfffh7ft503410,3C3CFFFH7FT503410,#65019484,Copart,United States,Il - Chicago North,-,2024-09-24,Automobile,2015,Fiat,500 Abarth,Black,-,Front Wheel Drive,Gas,1.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-538b4e6d12aa47a38cfb9bc5e9b109f5_ful']
https://144.202.14.57/lot/145062995-2021-chevrolet-trailblaze-kl79mms21mb047207,KL79MMS21MB047207,#59926054,Copart,United States,Tx - Houston,-,2024-09-24,Automobile,2021,Chevrolet,Trailblaze,Brown,-,Front Wheel Drive,Gas,1.2 L 3 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-b562474c260f49c69ad75e3e557c5416_ful']
https://144.202.14.57/lot/145467617-2013-chrysler-200-limite-1c3ccbcg4dn684962,1C3CCBCG4DN684962,#71676454,Copart,United States,Ne - Lincoln,-,2024-09-24,Automobile,2013,Chrysler,200 Limite,White,Sedan 4dr,Front Wheel Drive,Flexiblefuel,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-23eb70b8826a46509e52610212f8dbe5_ful']
https://144.202.14.57/lot/146009774-2018-audi-rs5-wuapwaf53ja902159,WUAPWAF53JA902159,#47790064,Copart,United States,Mo - Columbia,-,2024-09-24,Automobile,2018,Audi,Rs5,Grey,-,All Wheel Drive,Gas,2.9 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0324-0b806c39b9ff42e3866f4a706d9b1e64_ful']
https://144.202.14.57/lot/140403817-2014-land-rover-range-rove-salwv2ef1ea311810,SALWV2EF1EA311810,#71830404,Copart,United States,Wa - Graham,-,2024-09-24,Automobile,2014,Land Rover,Range Rove,Charcoal,-,4x4 W/rear Wheel Drv,Gas,5.0 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-7856c1d2e69c4048a8be8f60c314c6bf_ful']
https://144.202.14.57/lot/149898027-2011-mercedes-benz-c-63-amg-wddgf7hb2bf539060,WDDGF7HB2BF539060,#72089894,Copart,United States,Ak - Anchorage,-,2024-09-24,Automobile,2011,Mercedes-benz,C 63 Amg,Black,Sedan 4dr,Rear Wheel Drive,Gas,6.2 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-c467357aa50e4e97a397684608e8696a_ful']
https://144.202.14.57/lot/142389376-2021-nissan-maxima-sv-1n4aa6cv4mc509871,1N4AA6CV4MC509871,#67398324,Copart,United States,Ak - Anchorage,-,2024-09-24,Automobile,2021,Nissan,Maxima Sv,Burgundy,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3dd016ed62f5470b975129162342d92e_ful']
https://144.202.14.57/lot/140822786-2021-hyundai-santa-fe-c-5nms5dal5mh358713,5NMS5DAL5MH358713,#68722804,Copart,United States,Tx - Houston,-,2024-09-24,Automobile,2021,Hyundai,Santa Fe C,White,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-84fcffc08c4e4488b5c04f58c39f058f_ful']
https://144.202.14.57/lot/144814136-2009-lexus-es-350-jthbj46g292309342,JTHBJ46G292309342,#63141844,Copart,United States,Mo - Columbia,Insurance company,2024-09-24,Automobile,2009,Lexus,Es 350,Blue,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-b5622870fb0842e38b14a663958d8474_ful']
https://144.202.14.57/lot/149529486-2013-gmc-terrain-de-2gkflye34d6118444,2GKFLYE34D6118444,#68492594,Copart,United States,Nv - Las Vegas,-,2024-09-24,Automobile,2013,Gmc,Terrain De,White,4dr Sport Utility,Front Wheel Drive,Flexiblefuel,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-b7c4f800bd924306b47d98a475f32d71_ful']
